x,y,elevation,occupancy,semantic_class,confidence,importance,resolution,point_count,region_id,semantic_source
-70.42803955078125,67.13785552978516,2.3326313495635986,1.0,unknown,0.0,0.3130952148371966,0.2,1,0,fallback
-64.10474395751953,35.56747817993164,5.213955402374268,1.0,unknown,0.0,0.3850677983617419,0.2,1,1,fallback
-65.90541076660156,62.1672477722168,6.411201000213623,1.0,unknown,0.0,0.33320116119640963,0.2,1,2,fallback
-62.24999745686849,31.292397181193035,4.416407664616902,1.0,unknown,0.0,0.4162432427072422,0.2,3,3,fallback
-63.9136962890625,35.94462585449219,5.214632034301758,1.0,unknown,0.0,0.38501638626854595,0.2,1,4,fallback
-61.610525131225586,31.64943027496338,4.92906379699707,1.0,unknown,0.0,0.39735194792601813,0.2,2,5,fallback
-61.510942459106445,32.26593589782715,4.131448030471802,1.0,unknown,0.0,0.41805790044683866,0.2,2,6,fallback
-54.32739067077637,-52.156293869018555,1.7645481824874878,1.0,unknown,0.0,0.3790728185118758,0.2,2,7,fallback
-53.73289489746094,-52.7863655090332,1.7649922370910645,1.0,unknown,0.0,0.3790511853692396,0.2,2,8,fallback
-52.02345657348633,26.871244430541992,2.800461530685425,1.0,pedestrian_vru,0.0,0.6918397190600727,0.1,1,9,annotation
-52.32340749104818,47.238057454427086,3.8957592646280923,1.0,unknown,0.0,0.414276048673748,0.2,3,10,fallback
-53.59321975708008,49.34498596191406,4.3068625926971436,1.0,unknown,0.0,0.40896832446774745,0.2,2,11,fallback
-51.41587448120117,27.692194938659668,2.7918365001678467,1.0,pedestrian_vru,0.0,0.6925270695298756,0.1,2,12,annotation
-47.75810241699219,-44.96659851074219,7.6833086013793945,1.0,unknown,0.0,0.4082120889056349,0.2,1,13,fallback
-46.82333564758301,23.463942527770996,1.8923327326774597,1.0,unknown,0.0,0.46428534868046933,0.1,2,14,fallback
-45.07104969024658,-51.456857681274414,3.204966366291046,1.0,unknown,0.0,0.3998166983484974,0.2,4,15,fallback
-45.32459259033203,-46.415138244628906,0.014415469951927662,1.0,unknown,0.0,0.41037689303238334,0.2,1,16,fallback
-44.9744758605957,-43.2733268737793,10.265059471130371,1.0,unknown,0.0,0.417763361814675,0.2,1,17,fallback
-44.08904266357422,23.719587326049805,2.393280029296875,1.0,unknown,0.0,0.4548062499530119,0.1,1,18,fallback
-42.83256530761719,-44.37209701538086,0.013725501485168934,1.0,unknown,0.0,0.41998215005204775,0.2,1,19,fallback
-43.43212127685547,-40.03337478637695,1.3835102319717407,1.0,unknown,0.0,0.4277962125163629,0.2,1,20,fallback
