x,y,elevation,occupancy,semantic_class,confidence,importance,resolution,point_count,region_id,semantic_source
-61.84023666381836,-48.919677734375,1.8398767709732056,1.0,unknown,0.0,0.3684494817962778,0.2,1,0,fallback
-60.96631622314453,33.96968460083008,3.317647695541382,1.0,unknown,0.0,0.3956259789961921,0.2,1,1,fallback
-60.63161087036133,34.24195861816406,3.309936761856079,1.0,unknown,0.0,0.3961020926368892,0.2,1,2,fallback
-61.3406867980957,70.71273803710938,2.235055685043335,1.0,unknown,0.0,0.3241677714397752,0.2,1,3,fallback
-59.44067128499349,-48.73680877685547,1.7937429745992024,1.0,unknown,0.0,0.37453401645679485,0.2,3,4,fallback
-59.88386535644531,-47.95228958129883,1.7901288270950317,1.0,unknown,0.0,0.3748489742472163,0.2,1,5,fallback
-52.97006607055664,-67.68236541748047,0.01236770860850811,1.0,unknown,0.0,0.34716172822441504,0.2,1,6,fallback
-53.12065505981445,-47.85005187988281,0.00912456400692463,1.0,unknown,0.0,0.39051717287852294,0.2,1,7,fallback
-52.89076614379883,-41.783905029296875,6.295350551605225,1.0,unknown,0.0,0.4027873624993288,0.2,1,8,fallback
-51.64882278442383,-66.78228759765625,0.012160221114754677,1.0,unknown,0.0,0.35172687966123206,0.2,1,9,fallback
-50.986328125,-48.36712837219238,1.640409529209137,1.0,unknown,0.0,0.39417136028213634,0.2,2,10,fallback
-51.30959701538086,-47.408834075927736,0.6574794771149755,1.0,unknown,0.0,0.4148965669013711,0.2,5,11,fallback
-50.13520812988281,-43.085636138916016,1.54263174533844,1.0,unknown,0.0,0.40668408984275717,0.2,1,12,fallback
-49.33041490827288,-43.16315514700754,2.410611982590386,1.0,unknown,0.0,0.4420817884020134,0.2,7,13,fallback
-48.22380828857422,52.4370002746582,3.3739469051361084,1.0,unknown,0.0,0.3912792191832554,0.2,1,14,fallback
-46.88737869262695,-45.026522636413574,0.008452564477920532,1.0,unknown,0.0,0.4099820111072856,0.2,4,15,fallback
-47.932796478271484,-41.092838287353516,7.389428615570068,1.0,unknown,0.0,0.41559152861964743,0.2,1,16,fallback
-47.710357666015625,-37.31702423095703,1.4130964279174805,1.0,unknown,0.0,0.4232871861021994,0.2,1,17,fallback
-46.04328536987305,48.91164779663086,3.1820197105407715,1.0,unknown,0.0,0.4034782871239452,0.2,1,18,fallback
-47.10080337524414,50.62179946899414,3.275061845779419,1.0,unknown,0.0,0.3975645393365633,0.2,1,19,fallback
-45.04883321126302,-38.7450205485026,0.00731507766370972,1.0,unknown,0.0,0.42674800090297593,0.2,3,20,fallback
-44.2553596496582,25.288225173950195,2.422837495803833,1.0,unknown,0.0,0.4520873428668476,0.1,1,21,fallback
-41.94347381591797,-59.0204963684082,0.010431617498397827,1.0,static_manmade,0.0,0.42528106462400905,0.2,1,22,annotation
-41.30419921875,67.99507904052734,5.6129279136657715,1.0,unknown,0.0,0.36632803092640365,0.2,1,23,fallback
-38.10349655151367,-76.52735137939453,1.996521234512329,1.0,unknown,0.0,0.348534002980183,0.2,1,24,fallback
-36.2192497253418,-77.10482788085938,3.983442783355713,1.0,unknown,0.0,0.349436119925306,0.2,1,25,fallback
-36.61097717285156,62.61594772338867,1.7212059497833252,1.0,unknown,0.0,0.3873992531500804,0.2,1,26,fallback
-36.20825958251953,71.2671890258789,7.506976127624512,1.0,unknown,0.0,0.36518662955788045,0.2,1,27,fallback
-35.228214263916016,-61.3900032043457,8.283926963806152,1.0,unknown,0.0,0.3926610347513072,0.2,1,28,fallback
-34.040042877197266,1.2556262016296387,3.210333824157715,1.0,unknown,0.0,0.5028104210491264,0.1,1,29,fallback
-34.23525161743164,7.673598384857177,4.805371856689453,1.0,unknown,0.0,0.5150455159433691,0.1,5,30,fallback
-34.69092051188151,8.257686614990234,5.195301055908203,1.0,unknown,0.0,0.5125062128876191,0.1,6,31,fallback
-34.535722732543945,19.147000312805176,0.9500493407249451,1.0,unknown,0.0,0.48662757220794206,0.1,2,32,fallback
-34.08850860595703,35.375858306884766,4.627483367919922,1.0,unknown,0.0,0.4576185224346534,0.1,1,33,fallback
-35.03960037231445,37.15159225463867,1.2203242778778076,1.0,unknown,0.0,0.4517938329839237,0.1,1,34,fallback
-34.93858337402344,61.347188313802086,1.6746391852696736,1.0,unknown,0.0,0.3932250692197934,0.2,3,35,fallback
-35.922645568847656,70.63931274414062,5.5864129066467285,1.0,unknown,0.0,0.3672540416186512,0.2,1,36,fallback
-32.93813705444336,-64.16041564941406,6.735991477966309,1.0,unknown,0.0,0.38863614377556993,0.2,1,37,fallback
-33.69197463989258,-26.039289474487305,0.9931150674819946,1.0,unknown,0.0,0.47725516150058434,0.1,1,38,fallback
-32.56834411621094,-19.61594009399414,1.7762136459350586,1.0,unknown,0.0,0.4909415093112841,0.1,1,39,fallback
-33.40989060835405,1.6736292947422375,2.3697033903815528,1.0,unknown,0.0,0.5208127619903201,0.1,11,40,fallback
-32.31152877807617,2.5164892196655275,2.3023339986801146,1.0,unknown,0.0,0.5247578954522452,0.1,5,41,fallback
-33.747825622558594,7.067177104949951,4.560401535034179,1.0,unknown,0.0,0.5178499981010696,0.1,5,42,fallback
-32.658321380615234,33.809715270996094,1.1235512495040894,1.0,unknown,0.0,0.46397884832781855,0.1,1,43,fallback
-33.66534169514974,34.64377466837565,3.805384079615275,1.0,unknown,0.0,0.5075230214001327,0.1,3,44,fallback
-33.305824279785156,57.76177978515625,4.704085826873779,1.0,unknown,0.0,0.40497172646312396,0.2,1,45,fallback
-32.82580439249674,58.74902852376302,3.7011917432149253,1.0,unknown,0.0,0.4215061602600074,0.2,3,46,fallback
-33.08508110046387,61.42371940612793,4.073064863681793,1.0,unknown,0.0,0.45449485726879,0.1,2,47,fallback
-32.07036209106445,72.2262191772461,7.418120384216309,1.0,unknown,0.0,0.36792150297501847,0.2,1,48,fallback
-31.550662994384766,-70.198486328125,7.1880574226379395,1.0,unknown,0.0,0.37411161492334283,0.2,1,49,fallback
-31.05725860595703,-32.55011749267578,-1.0382634401321411,1.0,unknown,0.0,0.4700312215801795,0.1,1,50,fallback
-30.033443450927734,-29.033557891845703,-0.9642292261123657,1.0,unknown,0.0,0.4796820169153163,0.1,1,51,fallback
-31.591853459676106,-18.615523020426433,1.4268144766489665,1.0,unknown,0.0,0.5049125364013106,0.1,3,52,fallback
-31.350085576375324,15.73836580912272,1.6659011244773865,1.0,unknown,0.0,0.5161695049334886,0.1,3,53,fallback
-30.875225067138672,28.864992141723633,5.987451553344727,1.0,unknown,0.0,0.47820013545514284,0.1,1,54,fallback
