x,y,elevation,occupancy,semantic_class,confidence,importance,resolution,point_count,region_id,semantic_source
-74.72784932454427,43.20618184407552,14.180669466654459,1.0,unknown,0.0,0.3474825769253626,0.2,3,0,fallback
-70.10873413085938,44.940181732177734,11.702390670776367,1.0,unknown,0.0,0.35517267799543184,0.2,1,1,fallback
-69.60887400309245,45.026083628336586,12.962902704874674,1.0,unknown,0.0,0.3774286140408043,0.2,3,2,fallback
-66.92581176757812,-0.5040507167577744,-2.2615336092712823e-07,1.0,unknown,0.0,0.4042168865471875,0.2,2,3,fallback
-67.18770599365234,45.88417053222656,11.433215141296387,1.0,unknown,0.0,0.36091824222388263,0.2,1,4,fallback
-65.3059196472168,-0.5585289001464844,9.954101085662842,1.0,unknown,0.0,0.4266681666229549,0.2,2,5,fallback
-65.65285746256511,0.34833063433567685,0.507356402908196,1.0,unknown,0.0,0.42432223567530025,0.2,3,6,fallback
-64.28584289550781,36.17919158935547,12.118465423583984,1.0,unknown,0.0,0.3836983246615453,0.2,1,7,fallback
-61.35925038655599,33.135300954182945,11.456122080485025,1.0,unknown,0.0,0.39671126449507954,0.2,3,8,fallback
-60.886178970336914,48.300676345825195,5.433304786682129,1.0,unknown,0.0,0.3720740515233934,0.2,2,9,fallback
-58.093204498291016,-22.055944442749023,1.4427063465118408,1.0,unknown,0.0,0.4185822812947304,0.2,1,10,fallback
-58.857662200927734,34.78060531616211,-0.000969787361100316,1.0,unknown,0.0,0.3999018913952289,0.2,1,11,fallback
-59.963191986083984,61.79093933105469,1.9974818229675293,1.0,unknown,0.0,0.3466913838270848,0.2,1,12,fallback
-56.69981384277344,2.713642120361328,1.3177036046981812,1.0,unknown,0.0,0.4347058583207777,0.2,1,13,fallback
-55.159119606018066,3.1918854117393494,0.6428884065280727,1.0,unknown,0.0,0.4538391902115191,0.1,4,14,fallback
-54.167823791503906,4.558420181274414,8.930659294128418,1.0,unknown,0.0,0.4419221322198864,0.2,1,15,fallback
-54.74391174316406,6.111475467681885,-0.00027805284480564296,1.0,unknown,0.0,0.43974802861079476,0.2,1,16,fallback
-53.9730167388916,3.8879191875457764,5.098306753621728,1.0,unknown,0.0,0.5583488797632172,0.1,2,17,fallback
-52.66130828857422,6.317032814025879,9.992752075195312,1.0,unknown,0.0,0.4458834871921219,0.2,1,18,fallback
-53.18363380432129,51.10832977294922,0.8542590257129632,1.0,unknown,0.0,0.4031328429117559,0.2,2,19,fallback
-51.35026931762695,-5.496840953826904,8.484731674194336,1.0,unknown,0.0,0.4500690838625796,0.1,1,20,fallback
-48.70090866088867,-0.40344224870204926,7.422573804855347,1.0,unknown,0.0,0.4718249551465076,0.1,2,21,fallback
-48.218753814697266,7.9566650390625,1.1343291997909546,1.0,unknown,0.0,0.45838754949910976,0.1,1,22,fallback
-48.371734619140625,8.277116775512695,1.139060378074646,1.0,unknown,0.0,0.4577756190380806,0.1,1,23,fallback
-49.419898986816406,27.461868286132812,10.651392936706543,1.0,unknown,0.0,0.4353877196937427,0.2,1,24,fallback
-49.51371765136719,31.362041473388672,9.628446578979492,1.0,unknown,0.0,0.42916862359254315,0.2,1,25,fallback
-49.144596099853516,51.950992584228516,8.361533164978027,1.0,unknown,0.0,0.39046125616397687,0.2,1,26,fallback
-48.50321006774902,52.16807746887207,8.328775405883789,1.0,unknown,0.0,0.3915607504159875,0.2,2,27,fallback
