x,y,elevation,occupancy,semantic_class,confidence,importance,resolution,point_count,region_id,semantic_source
-17.426969528198242,45.92811965942383,2.310399055480957,1.0,unknown,0.0,0.45763031864903847,0.1,1,0,fallback
-14.472557067871094,-68.32305145263672,-1.631145715713501,1.0,unknown,0.0,0.39548282072597996,0.2,1,1,fallback
-14.26395034790039,24.305978298187256,2.9890019297599792,1.0,unknown,0.0,0.5332569678838406,0.1,4,2,fallback
-14.186216354370117,48.1473388671875,3.538325786590576,1.0,unknown,0.0,0.4544186772205695,0.1,1,3,fallback
-12.899023056030273,-63.74458312988281,-3.040062665939331,1.0,unknown,0.0,0.41004450574957096,0.2,2,4,fallback
-12.141888523101807,-52.52178955078125,2.001527055539191,1.0,unknown,0.0,0.5738807305096777,0.1,10,5,fallback
-12.19460932413737,-51.574283599853516,1.2199116507545114,1.0,unknown,0.0,0.48435186849099776,0.1,3,6,fallback
-12.027780532836914,-48.778873125712074,0.9523856365121901,1.0,unknown,0.0,0.5862367821586442,0.1,12,7,fallback
-12.107039844288545,-47.047524844898895,1.1844607178012239,1.0,unknown,0.0,0.5864449737014824,0.1,17,8,fallback
-12.059363433292933,-44.97568947928293,1.640432400362832,1.0,unknown,0.0,0.6153068791422495,0.1,14,9,fallback
-12.017950905693901,-43.226670583089195,0.5951380332310995,1.0,unknown,0.0,0.5852278438085959,0.1,9,10,fallback
-12.01017951965332,-41.30378341674805,-3.010540008544922,1.0,unknown,0.0,0.4759565095415992,0.1,1,11,fallback
-12.060251871744791,-38.292022705078125,0.6280493140220642,1.0,unknown,0.0,0.5951578496733524,0.1,3,12,fallback
-12.97040672302246,-36.87575912475586,0.36423278264701364,1.0,unknown,0.0,0.6045448906672909,0.1,10,13,fallback
-13.493529796600342,-30.083704948425293,5.797845363616943,1.0,unknown,0.0,0.5223176448303576,0.1,2,14,fallback
-12.116320610046387,-28.5738468170166,5.080845355987549,1.0,unknown,0.0,0.5118902286361422,0.1,1,15,fallback
-12.074601888656616,-27.348073482513428,5.61305844783783,1.0,unknown,0.0,0.5184826528971377,0.1,4,16,fallback
-12.17969830830892,-25.00374412536621,5.221673647562663,1.0,unknown,0.0,0.5220284636029215,0.1,3,17,fallback
-12.242899584770203,11.498447895050049,1.173140798555687,1.0,unknown,0.0,0.5867515498070665,0.1,40,18,fallback
-12.208918832963512,12.91528707934964,1.3729279517166075,1.0,unknown,0.0,0.5772459478084514,0.1,62,19,fallback
-12.18592985286269,14.949938774108887,1.3924206751723622,1.0,unknown,0.0,0.5717278980078928,0.1,43,20,fallback
-12.159208239931049,16.7635721726851,1.4610201969291225,1.0,unknown,0.0,0.5702124662382806,0.1,33,21,fallback
-12.121454585682262,18.29074547507546,1.124087961305949,1.0,unknown,0.0,0.5767763542656095,0.1,11,22,fallback
-13.235288381576538,24.85812771320343,2.065572939813137,1.0,unknown,0.0,0.5416570747791452,0.1,16,23,fallback
-13.059324128287178,27.09804698399135,2.2213660648890903,1.0,unknown,0.0,0.5370837074359133,0.1,7,24,fallback
-12.69358019395308,28.322388562289152,2.2534934390674937,1.0,unknown,0.0,0.5335438123746683,0.1,11,25,fallback
-12.373812913894653,37.80789089202881,2.5724459290504456,1.0,unknown,0.0,0.5011505291154104,0.1,4,26,fallback
-12.094632148742676,40.13361740112305,2.9560062885284424,1.0,unknown,0.0,0.47925070038915474,0.1,1,27,fallback
-12.975217819213867,48.15865707397461,3.516237497329712,1.0,unknown,0.0,0.45537208563365406,0.1,1,28,fallback
-12.311906814575195,67.08110046386719,3.2101738452911377,1.0,unknown,0.0,0.4003952253741667,0.2,1,29,fallback
-10.729705810546875,-59.14417394002279,-2.8098127841949463,1.0,unknown,0.0,0.4249160870180432,0.2,3,30,fallback
-11.996946334838867,-53.12776184082031,7.632305145263672,1.0,unknown,0.0,0.44160363469102704,0.2,1,31,fallback
-11.96724541982015,-50.3528938293457,6.030527114868164,1.0,unknown,0.0,0.487441324251084,0.1,3,32,fallback
-11.980893731117249,-48.989441871643066,2.9261353462934494,1.0,unknown,0.0,0.5618383297943479,0.1,8,33,fallback
-11.978727531433105,-42.79296646118164,6.44332914352417,1.0,unknown,0.0,0.540325277721717,0.1,5,34,fallback
-11.835760911305746,-40.73379611968994,4.854278673728307,1.0,unknown,0.0,0.5581396451707724,0.1,12,35,fallback
-11.721815250538013,-38.87437481350369,2.5869604371902017,1.0,unknown,0.0,0.6050187391636191,0.1,27,36,fallback
-11.630424723905676,-36.97978300206802,2.888582338414648,1.0,unknown,0.0,0.5993987318794202,0.1,17,37,fallback
-11.618636948721749,-35.149398440406436,2.457818343769759,1.0,unknown,0.0,0.5864728114678226,0.1,21,38,fallback
-11.619789496712063,-33.07873701012653,2.5897053975773896,1.0,unknown,0.0,0.5873528859411916,0.1,23,39,fallback
-11.53815818786621,-30.754423751831055,2.485212418437004,1.0,unknown,0.0,0.5907032277179891,0.1,25,40,fallback
-11.557180091982982,-28.963001313756724,1.9561845269435865,1.0,unknown,0.0,0.5949005996548234,0.1,61,41,fallback
-11.767832859702732,-26.92226687721584,1.1639976848686195,1.0,unknown,0.0,0.5997292920496679,0.1,46,42,fallback
-11.69810241352428,-25.058944216641514,1.4824830381030387,1.0,unknown,0.0,0.6066022644563963,0.1,55,43,fallback
-11.662427945570512,-23.110386068170722,1.5879004262176089,1.0,unknown,0.0,0.6014077305629671,0.1,44,44,fallback
-11.317367824155893,-20.87425351498732,1.9432418530375988,1.0,unknown,0.0,0.600860545105228,0.1,67,45,fallback
-11.409498920688382,-18.99622716532125,2.1773895656133626,1.0,unknown,0.0,0.5877360741392075,0.1,77,46,fallback
-11.532997560501098,-16.9198011636734,1.937949360325001,1.0,unknown,0.0,0.590066487996032,0.1,80,47,fallback
-11.497697751546644,-14.966644975327954,1.7880386297312594,1.0,unknown,0.0,0.591439190204605,0.1,97,48,fallback
-11.48214308420817,-12.969040449460348,1.5842461875775673,1.0,unknown,0.0,0.5929667914777829,0.1,120,49,fallback
